DiaChi,TinhTrangBDS,DienTich,Gia/m2,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Gia
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh", Chưa bàn giao, 33 m²," 8,79 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,290 triệu- 33 m2đ
"Đường Bình Long, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 57 m²," 39,47 triệu/m²", 2 phòng,,, 2 phòng, Penthouse, Đã có sổ,, Nội thất đầy đủ, Bắc, Bắc,,"2,25 tỷ- 57 m2đ"
"Mặt tiền, Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh", Chưa bàn giao, 56 m²," 32,14 triệu/m²", 2 phòng, Fortuna B,10, 1 phòng, Chung cư, Giấy tờ khác, B11B10B09, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,,"1,8 tỷ- 56 m2đ"
"Đường C6, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 45 m², 30 triệu/m², 1 phòng,,2, 2 phòng, Chung cư, Đã có sổ,,, Đông Bắc, Tây Nam,,"1,35 tỷ- 45 m2đ"
"961, 961 Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh", Đã bàn giao, 61 m²," 31,15 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,, Đông, Tây,,"1,9 tỷ- 61 m2đ"
"số 32, số 32 đường Thủy Lợi, Phường Phước Long A, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 34,71 triệu/m²", 2 phòng, A,4, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,,"2,43 tỷ- 70 m2đ"
"218, Đường Nguyễn Đình Chiểu, Phường 6, Quận 3, Tp Hồ Chí Minh", Đã bàn giao, 41 m²," 68,29 triệu/m²", 2 phòng,,3, 2 phòng, Chung cư, Đã có sổ,,,,,,"2,8 tỷ- 41 m2đ"
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 50 m²," 31,6 triệu/m²", 2 phòng, Block 1,, 1 phòng, Chung cư, Đã có sổ,,, Đông, Bắc,,"1,58 tỷ- 50 m2đ"
"151, 151 Đường Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh", Đã bàn giao, 30 m²," 63,33 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,9 tỷ- 30 m2đ"
"Đường Phạm Văn Đồng, Phường Linh Tây, Thủ Đức, Hồ Chí Minh, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 75 m², 30 triệu/m², 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,25 tỷ- 75 m2đ"
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 38 m²," 47,37 triệu/m²", 1 phòng, B,, 2 phòng, Officetel, Đang chờ sổ,, Nội thất cao cấp,,,,"1,8 tỷ- 38 m2đ"
"151, 151 Đường Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh", Đã bàn giao, 30 m²," 63,33 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"1,9 tỷ- 30 m2đ"
"33, nguyễn hữu thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 38 m²," 43,42 triệu/m²", 1 phòng, B,4, 1 phòng, Officetel, Đang chờ sổ,,, Đông, Tây,,"1,65 tỷ- 38 m2đ"
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 28,77 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Nam, Đông,,"1,87 tỷ- 65 m2đ"
"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 50 m², 32 triệu/m², 1 phòng,,, 1 phòng, Chung cư,,, Nội thất cao cấp,,, Căn góc,"1,6 tỷ- 50 m2đ"
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh", Chưa bàn giao, 46 m², 30 triệu/m², 2 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,,"1,38 tỷ- 46 m2đ"
"33, NGUYỂN HỮU THỌ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 38 m²," 46,05 triệu/m²", 1 phòng, B,14, 1 phòng, Officetel, Đang chờ sổ,, Nội thất đầy đủ, Đông, Tây,,"1,75 tỷ- 38 m2đ"
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 73 m², 50 triệu/m², 2 phòng,,, 2 phòng, Chung cư,,,,,,,"3,65 tỷ- 73 m2đ"
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 73 m²," 26,71 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"1,95 tỷ- 73 m2đ"
"90A, 90A Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh", Đã bàn giao, 89 m²," 64,04 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Đông Nam,, Căn góc,"5,7 tỷ- 89 m2đ"
"Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 62 m²," 32,26 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,2 tỷ- 62 m2đ
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 57,14 triệu/m²", 1 phòng, A,7, 1 phòng, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,,4 tỷ- 70 m2đ
"Đường Cư xá Thanh Đa, Phường 27, Quận Bình Thạnh, Tp Hồ Chí Minh", Chưa bàn giao, 72 m²," 37,5 triệu/m²", 2 phòng,,, 1 phòng, Chung cư,,,,,,,"2,7 tỷ- 72 m2đ"
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 38 m²," 27,63 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"1,05 tỷ- 38 m2đ"
"18, 18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh", Đã bàn giao, 83 m²," 42,17 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"3,5 tỷ- 83 m2đ"
"66, Đường Đồng Tâm, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh", Đã bàn giao, 64 m²," 85,94 triệu/m²", 1 phòng,,, 1 phòng, Penthouse, Đã có sổ,,,,,,"5,5 tỷ- 64 m2đ"
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 67 m²," 37,16 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Tây, Đông,,"2,49 tỷ- 67 m2đ"
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 36 m²," 24,58 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc,885 triệu- 36 m2đ
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 51 m²," 23,53 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,, Căn góc,"1,2 tỷ- 51 m2đ"
"Đường Phạm Văn Đồng, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 60 m²," 9,98 triệu/m²", 2 phòng,2,11, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Nam, Căn góc,599 triệu- 60 m2đ
"130-132, 130-132 Đường Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 83 m²," 58,43 triệu/m²", 2 phòng, OP,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"4,85 tỷ- 83 m2đ"
"Đường Phạm Đức Sơn, Phường 16, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 51 m²," 30,39 triệu/m²", 1 phòng, A,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,,"1,55 tỷ- 51 m2đ"
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 94 m²," 14,68 triệu/m²", 2 phòng, A,8, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,,"1,38 tỷ- 94 m2đ"
"11.11, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 48 m²," 38,13 triệu/m²", 1 phòng,,11, 1 phòng, Chung cư, Đang chờ sổ,11, Hoàn thiện cơ bản, Đông Nam, Đông Nam,,"1,83 tỷ- 48 m2đ"
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 74 m²," 31,08 triệu/m²", 2 phòng, M1-02,15, 2 phòng, Chung cư, Đang chờ sổ, M1-15-02, Hoàn thiện cơ bản, Đông, Nam, Căn góc,"2,3 tỷ- 74 m2đ"
"561A, 561A Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 60 m², 20 triệu/m², 2 phòng,,, 2 phòng, Chung cư,,,,,,,"1,2 tỷ- 60 m2đ"
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 71 m²," 52,11 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"3,7 tỷ- 71 m2đ"
"218, Võ Văn Ngân, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 70 m²," 1,14 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông, Tây,,80 triệu- 70 m2đ
"Đường Đại Lộ Đông Tây, Phường 16, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 99 m²," 22,73 triệu/m²", 2 phòng, C,10, 2 phòng, Chung cư, Đã có sổ, C10.04, Hoàn thiện cơ bản,,, Căn góc,"2,25 tỷ
GIÁ TỐT
- 99 m2đ"
"Lô A1, Lô A1 Khu đô thị Him Lam, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 68 m²," 47,06 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Bắc, Nam,,"3,2 tỷ- 68 m2đ"
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 50 m², 66 triệu/m², 1 phòng,,9, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"3,3 tỷ- 50 m2đ"
"vinhomes, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 68 m²," 33,82 triệu/m²", 2 phòng, s202,13, 2 phòng, Chung cư, Đang chờ sổ,12, Hoàn thiện cơ bản,,,,"2,3 tỷ- 68 m2đ"
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 194 m²," 36,08 triệu/m²", 3 phòng,,, 3 phòng, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc,7 tỷ- 194 m2đ
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh", Đã bàn giao, 83 m²," 35,54 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc,,,"2,95 tỷ- 83 m2đ"
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 73.6 m²," 52,74 triệu/m²", 2 phòng, S1,20, 2 phòng, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,,"3,85 tỷ- 73.6 m2đ"
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Chưa bàn giao, 50 m², 98 triệu/m², 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"4,9 tỷ- 50 m2đ"
"Đường Song Hành, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 75 m²," 33,6 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"2,52 tỷ- 75 m2đ"
"Đường Trung Mỹ Tây 2A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 22,14 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"1,55 tỷ- 70 m2đ"
"523A, 523A Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 60 m²," 37,5 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,25 tỷ- 60 m2đ"
"đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh", Đã bàn giao, 50 m², 80 triệu/m², 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,,,,4 tỷ- 50 m2đ
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 74 m²," 52,03 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,, Nội thất đầy đủ,,,,"3,85 tỷ- 74 m2đ"
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 58 m²," 27,59 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"1,6 tỷ- 58 m2đ"
"số 32, số 32 đường Thủy Lợi, Phường Phước Long A, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 69 m²," 34,78 triệu/m²", 2 phòng, D,9, 2 phòng, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,,"2,4 tỷ- 69 m2đ"
"Đường Số 3A, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 60 m²," 24,83 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"1,49 tỷ- 60 m2đ"
"đường Liên Phường, phường Phú Hữu, quận 9, Tp.HCM, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Chưa bàn giao, 46.8 m²," 25,2 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Giấy tờ khác,,,,,,"1,159 tỷ- 46.8 m2đ"
"239 – 241 – 278, 239 – 241 – 278 Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 86 m²," 42,44 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,, Căn góc,"3,65 tỷ- 86 m2đ"
"Đường Số 3, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 50 m²," 25,6 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"1,28 tỷ- 50 m2đ"
"Đường Số 20, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh", Đã bàn giao, 64 m²," 26,88 triệu/m²", 3 phòng, D,4, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,72 tỷ- 64 m2đ"
"Đường Số 15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 49 m²," 31,63 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,, Căn góc,"1,55 tỷ- 49 m2đ"
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 75 m²," 52,27 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Giấy tờ khác,,,,,,"3,92 tỷ- 75 m2đ"
"đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 69 m²," 32,39 triệu/m²", 2 phòng, A,15, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Nam, Đông Bắc,,"2,235 tỷ- 69 m2đ"
"130-132, 130-132 Đường Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 84 m²," 67,86 triệu/m²", 3 phòng, OP2,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,, Căn góc,"5,7 tỷ- 84 m2đ"
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 47 m²," 25,96 triệu/m²", 1 phòng,,, 1 phòng, Officetel,,,,,,,"1,22 tỷ- 47 m2đ"
"Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Chưa bàn giao, 70 m²," 52,01 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,, Hoàn thiện cơ bản,,,,"3,641 tỷ- 70 m2đ"
"96, 96 đường Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 49 m²," 26,94 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"1,32 tỷ- 49 m2đ"
"Đường Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 70 m², 20 triệu/m², 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,, Căn góc,"1,4 tỷ- 70 m2đ"
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 67.1 m²," 34,78 triệu/m²", 2 phòng, C1,10, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,, Đông Bắc, Căn góc,"2,33 tỷ- 67.1 m2đ"
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 54 m²," 45,37 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc,"2,45 tỷ- 54 m2đ"
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 60.45 m²," 28,17 triệu/m²", 2 phòng, A3,18, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,,"1,69 tỷ- 60.45 m2đ"
"Đường Trương Đình Hội, Phường 16, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 72 m²," 25,21 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Giấy tờ khác,,,,,,"1,815 tỷ- 72 m2đ"
"Đường Song Hành, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 75 m²," 33,6 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"2,52 tỷ- 75 m2đ"
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 75 m²," 34,4 triệu/m²", 2 phòng,2,5, 2 phòng, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,,"2,58 tỷ- 75 m2đ"
"Đường Mai Chí Thọ, Phường Bình Khánh, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 75 m², 68 triệu/m², 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Đông Nam, Tây Bắc,,"5,1 tỷ- 75 m2đ"
"Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 54 m²," 36,11 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,95 tỷ- 54 m2đ"
"1646, Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 68 m²," 33,87 triệu/m²", 2 phòng, A,, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,,"2,303 tỷ- 68 m2đ"
"453/22, Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 81.5 m²," 106,17 triệu/m²", 3 phòng,,, 5 phòng," Căn hộ dịch vụ, mini", Đã có sổ,,,,,,"8,6 tỷ- 81.5 m2đ"
"Đường 3A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 72 m², 25 triệu/m², 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,, Bắc, Nam,,"1,8 tỷ- 72 m2đ"
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh", Đã bàn giao, 85 m²," 35,18 triệu/m²", 2 phòng, C3,6, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông, Đông Bắc, Căn góc,"2,99 tỷ- 85 m2đ"
"Đường 16, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh", Đã bàn giao, 66.24 m²," 32,58 triệu/m²", 2 phòng, LÔ C,10, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"2,15 tỷ- 66.24 m2đ"
"Số 102, Số 102 Đường Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 72 m²," 22,22 triệu/m²", 3 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông, Đông Nam,,"1,6 tỷ- 72 m2đ"
"nguyễn xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh", Chưa bàn giao, 73 m²," 50,68 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,, Nội thất cao cấp,,,,"3,7 tỷ- 73 m2đ"
"Số 685, Số 685 Đường Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 106 m²," 30,19 triệu/m²", 3 phòng,,, 3 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,,"3,2 tỷ- 106 m2đ"
"Đường Bến Vân Đồn, Phường 12, Quận 4, Tp Hồ Chí Minh", Đã bàn giao, 40 m²," 72,5 triệu/m²", 1 phòng,,, 1 phòng, Officetel,,, Hoàn thiện cơ bản,,, Căn góc,"2,9 tỷ- 40 m2đ"
"239 – 241 – 278, 239 – 241 – 278 Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 67 m²," 42,54 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"2,85 tỷ- 67 m2đ"
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 71 m²," 22,96 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"1,63 tỷ- 71 m2đ"
"Đường Võ Văn Ngân, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 45 m²," 88,89 triệu/m²", 1 phòng,,, 1 phòng," Căn hộ dịch vụ, mini",,,,,,,4 tỷ- 45 m2đ
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh", Chưa bàn giao, 40 m²," 3,5 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,,,140 triệu- 40 m2đ
"Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Chưa bàn giao, 65 m²," 92,31 triệu/m²", 1 phòng,,,, Chung cư,,, Nội thất cao cấp,,,,6 tỷ- 65 m2đ
"Đường Xa lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 36,98 triệu/m²", 2 phòng,,, 1 phòng, Chung cư,,,,,,,"1,96 tỷ- 53 m2đ"
"66, 66 đường Tô Ngọc Vân, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 78 m²," 39,74 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,,,"3,1 tỷ- 78 m2đ"
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 42 m²," 44,05 triệu/m²", 1 phòng,,, 1 phòng, Officetel,,, Hoàn thiện cơ bản,,,,"1,85 tỷ- 42 m2đ"
"996, 996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 52 m²," 35,58 triệu/m²", 2 phòng,2,, 1 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Đông Nam, Tây Bắc, Căn góc,"1,85 tỷ- 52 m2đ"
"Khu nhà ở Bình Chiểu, Phường Bình Chiểu, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 61 m²," 21,15 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,,"1,29 tỷ- 61 m2đ"
"Đường Song Hành, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 75 m²," 33,6 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"2,52 tỷ- 75 m2đ"
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 72.25 m²," 29,17 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,, Căn góc,"2,1 tỷ- 72.25 m2đ"
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 85 m²," 57,65 triệu/m²", 3 phòng,1,15, 2 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc,"4,9 tỷ- 85 m2đ"
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 61 m²," 17,87 triệu/m²", 2 phòng, B,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,,"1,09 tỷ- 61 m2đ"
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 56 m²," 7,13 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,,399 triệu- 56 m2đ
